用户码,曾助力,曾拼团,曾推荐,设备,城市类型,R值,M值,裂变类型,是否转化
20008,1,0,1,电脑,一线,2,116.19,情侣花享,0
20009,1,0,0,电脑,二线,5,250.43,拼团盛放,0
20010,1,0,1,手机,二线,10,123.94,情侣花享,0
20011,0,1,0,电脑,二线,9,35.77,没有促销,0
20012,0,1,1,手机,二线,7,177.41,拼团盛放,0
20013,1,0,0,电脑,二线,10,88.6,情侣花享,0
20014,0,1,1,手机,一线,7,153.87,拼团盛放,1
20015,1,1,1,手机,一线,4,1586.58,情侣花享,0
20016,0,1,1,其它,二线,11,280.04,拼团盛放,1
20017,1,0,0,电脑,一线,9,276.19,情侣花享,0
20018,0,1,0,其它,一线,10,206.62,情侣花享,0
20019,1,0,0,手机,一线,8,34.01,情侣花享,0
20020,1,0,1,电脑,二线,5,40.7,拼团盛放,0
20021,0,1,1,其它,一线,2,535.41,情侣花享,0
20022,1,0,0,手机,二线,7,100,拼团盛放,0
20023,0,1,1,手机,一线,7,115.46,拼团盛放,0
20024,1,0,0,电脑,二线,5,314.3,拼团盛放,0
20025,1,1,1,电脑,一线,5,235.46,没有促销,0
20026,0,1,1,电脑,二线,7,122.25,没有促销,0
20027,0,1,1,电脑,一线,5,29.99,没有促销,0
20028,1,1,1,电脑,二线,2,696.17,拼团盛放,0
20029,1,0,0,电脑,一线,3,291.16,拼团盛放,0
20030,1,0,1,手机,二线,1,101.26,拼团盛放,0
20031,0,1,1,电脑,二线,7,330.35,情侣花享,0
20032,1,0,0,电脑,二线,9,104.33,没有促销,0
20033,1,0,0,手机,一线,4,116.69,没有促销,0
20034,1,0,1,电脑,一线,1,92.36,拼团盛放,0
20035,0,1,0,手机,二线,10,164.05,情侣花享,0
20036,0,1,0,电脑,一线,10,177.89,没有促销,0
20037,0,1,0,电脑,一线,9,96.3,拼团盛放,1
20038,0,1,1,手机,中小,7,258.35,情侣花享,0
20039,1,0,1,手机,一线,10,98.66,没有促销,0
20040,0,1,1,电脑,一线,6,83.35,拼团盛放,0
20041,1,0,0,手机,一线,8,298.97,没有促销,1
20042,0,1,0,手机,二线,4,40.74,没有促销,0
20043,0,1,0,电脑,一线,6,151.86,拼团盛放,0
20044,1,0,0,手机,二线,6,50.99,拼团盛放,0
20045,0,1,1,电脑,二线,3,125.54,拼团盛放,0
20046,0,1,1,手机,中小,1,29.99,情侣花享,0
20047,1,0,1,电脑,一线,1,553.59,没有促销,1
20048,1,0,0,电脑,一线,2,45.21,情侣花享,0
20049,0,1,0,手机,一线,1,405.5,情侣花享,0
20050,1,0,1,手机,二线,2,542.12,情侣花享,0
20051,1,0,0,电脑,一线,9,100.37,没有促销,0
20052,0,1,0,手机,一线,4,145.33,拼团盛放,0
20053,1,0,0,电脑,中小,1,278.31,没有促销,0
20054,0,1,0,电脑,一线,4,248.46,没有促销,0
20055,0,1,0,手机,一线,5,77.53,情侣花享,1
20056,1,0,0,电脑,一线,2,385.02,拼团盛放,0
20057,1,0,1,电脑,中小,4,29.99,没有促销,0
20058,0,1,1,电脑,一线,5,29.99,没有促销,1
20059,1,0,0,电脑,一线,1,185.05,没有促销,0
20060,1,0,0,电脑,一线,9,206.41,拼团盛放,0
20061,0,1,0,电脑,二线,10,228.95,拼团盛放,0
20062,1,0,0,手机,一线,10,29.99,没有促销,0
20063,1,0,1,电脑,一线,5,729.93,没有促销,0
20064,1,0,1,电脑,一线,5,171.29,没有促销,0
20065,0,1,1,电脑,一线,2,184.37,情侣花享,0
20066,1,0,0,电脑,一线,3,51.04,没有促销,0
20067,0,1,0,手机,一线,9,29.99,情侣花享,0
20068,1,0,0,手机,一线,12,29.99,没有促销,0
20069,0,1,0,手机,二线,10,62.69,没有促销,0
20070,1,0,1,电脑,一线,8,29.99,没有促销,0
20071,1,0,0,其它,二线,4,447.44,没有促销,0
20072,1,1,1,电脑,中小,1,729.76,情侣花享,0
20073,1,0,1,手机,二线,6,208.76,情侣花享,0
20074,1,0,1,手机,二线,6,194.21,拼团盛放,0
20075,0,1,0,手机,二线,6,113.83,拼团盛放,1
20076,1,0,0,手机,二线,7,134.05,拼团盛放,0
20077,1,1,1,其它,二线,9,209.09,拼团盛放,1
20078,0,1,0,电脑,一线,6,168.77,没有促销,0
20079,1,1,1,其它,中小,1,1091.61,没有促销,1
20080,1,0,1,手机,一线,6,29.99,拼团盛放,0
20081,1,0,0,手机,中小,1,99.36,没有促销,0
20082,1,0,0,其它,中小,4,300.85,拼团盛放,0
20083,1,0,0,手机,中小,6,269.99,没有促销,0
20084,0,1,0,电脑,二线,5,47.51,没有促销,0
20085,1,0,0,电脑,一线,6,84.07,拼团盛放,1
20086,0,1,0,手机,一线,12,139.23,没有促销,0
20087,0,1,0,手机,中小,4,257.91,情侣花享,0
20088,1,0,0,手机,二线,6,90.16,没有促销,0
20089,0,1,1,手机,中小,6,73.36,没有促销,0
20090,1,1,1,电脑,一线,1,529.48,没有促销,1
20091,0,1,1,电脑,中小,3,48.62,没有促销,0
20092,0,1,0,手机,中小,9,87.43,情侣花享,0
20093,0,1,1,手机,二线,10,218.91,拼团盛放,0
20094,1,0,1,手机,一线,10,237.16,拼团盛放,0
20095,0,1,0,手机,一线,4,72.91,拼团盛放,0
20096,1,0,1,其它,一线,3,246.58,拼团盛放,0
20097,1,1,1,其它,一线,5,918.32,情侣花享,0
20098,0,1,0,电脑,二线,10,155.4,拼团盛放,0
20099,1,1,0,手机,一线,6,311.01,没有促销,1
20100,1,0,0,手机,一线,10,29.99,情侣花享,1
20101,0,1,0,手机,中小,6,40.52,拼团盛放,0
20102,1,0,1,电脑,一线,10,170.95,情侣花享,0
20103,1,0,0,电脑,一线,5,354.58,没有促销,1
20104,0,1,0,手机,一线,7,81.06,没有促销,0
20105,1,1,0,手机,一线,4,254.28,拼团盛放,1
20106,1,0,0,其它,二线,2,456.73,情侣花享,0
20107,0,1,0,电脑,二线,12,101.86,没有促销,1
20108,1,0,0,电脑,二线,10,90.61,情侣花享,1
20109,0,1,0,电脑,中小,8,179.12,拼团盛放,1
20110,1,0,1,其它,中小,7,271.09,情侣花享,0
20111,0,1,0,电脑,一线,10,29.99,没有促销,0
20112,1,1,1,手机,中小,2,632.44,情侣花享,0
20113,1,0,1,电脑,一线,4,29.99,没有促销,0
20114,1,0,1,电脑,一线,2,109.81,没有促销,1
20115,0,1,1,电脑,一线,6,108.39,没有促销,0
20116,1,0,1,手机,一线,2,126.41,拼团盛放,0
20117,1,1,1,其它,二线,9,1380.72,没有促销,0
20118,1,0,0,手机,一线,9,474.25,没有促销,0
20119,0,1,0,手机,二线,11,35.49,没有促销,1
20120,0,1,0,手机,二线,1,116.22,拼团盛放,1
20121,0,1,1,电脑,一线,4,150.9,情侣花享,1
20122,0,1,0,电脑,一线,8,498.66,没有促销,0
20123,1,1,1,其它,一线,4,925.23,没有促销,1
20124,0,1,0,电脑,一线,10,29.99,拼团盛放,0
20125,1,0,0,电脑,二线,3,388.41,没有促销,0
20126,0,1,0,其它,二线,1,443.37,情侣花享,0
20127,1,1,1,其它,中小,12,608.41,没有促销,1
20128,0,1,0,电脑,中小,1,143.13,情侣花享,0
20129,1,0,1,手机,一线,2,138.92,拼团盛放,0
20130,0,1,1,电脑,二线,1,809.46,情侣花享,0
20131,1,0,1,电脑,二线,4,56.03,情侣花享,0
20132,0,1,0,手机,二线,9,307.28,情侣花享,0
20133,1,1,1,手机,一线,3,821.09,情侣花享,1
20134,1,1,1,手机,一线,9,201.82,情侣花享,1
20135,0,1,0,手机,二线,3,264.64,情侣花享,0
20136,0,1,1,手机,中小,4,180.38,没有促销,0
20137,1,0,0,其它,一线,10,483.8,拼团盛放,0
20138,0,1,0,电脑,一线,9,77.1,拼团盛放,0
20139,1,0,0,手机,一线,6,140.17,没有促销,0
20140,1,0,1,电脑,一线,9,740.18,没有促销,0
20141,1,0,0,电脑,二线,4,180.87,情侣花享,1
20142,1,0,0,电脑,二线,10,86.77,拼团盛放,0
20143,1,0,0,手机,二线,3,29.99,拼团盛放,0
20144,0,1,1,其它,一线,1,592.03,没有促销,0
20145,1,0,1,电脑,一线,6,171.7,情侣花享,0
20146,0,1,1,电脑,二线,6,49.84,没有促销,0
20147,1,0,0,手机,一线,1,29.99,情侣花享,0
20148,1,0,0,手机,二线,8,314.56,情侣花享,0
20149,1,0,0,电脑,一线,2,29.99,没有促销,0
20150,1,0,1,电脑,一线,2,199.84,拼团盛放,1
20151,0,1,1,手机,二线,3,156,情侣花享,0
20152,0,1,0,电脑,一线,11,128.86,情侣花享,0
20153,0,1,0,电脑,中小,9,307.92,情侣花享,0
20154,1,0,0,手机,二线,1,34.15,情侣花享,0
20155,0,1,1,电脑,二线,8,54.07,拼团盛放,0
20156,1,0,1,电脑,一线,6,29.99,情侣花享,1
20157,0,1,1,手机,一线,6,66.72,没有促销,0
20158,1,1,1,其它,一线,3,797.52,拼团盛放,1
20159,0,1,1,手机,中小,3,191.1,没有促销,0
20160,0,1,0,手机,二线,2,64.16,拼团盛放,0
20161,0,1,1,其它,一线,6,663.53,情侣花享,0
20162,1,0,0,电脑,二线,6,125.51,拼团盛放,0
20163,0,1,1,电脑,二线,10,97.62,没有促销,0
20164,1,0,1,手机,一线,6,104.55,拼团盛放,0
20165,0,1,0,手机,一线,11,372.88,情侣花享,0
20166,1,0,0,电脑,一线,5,49.78,情侣花享,0
20167,1,1,0,电脑,一线,4,453.9,没有促销,0
20168,1,0,0,手机,一线,11,43.32,情侣花享,0
20169,0,1,1,其它,二线,2,651.03,情侣花享,1
20170,0,1,0,电脑,一线,2,361.8,拼团盛放,1
20171,1,0,1,电脑,中小,7,606.82,没有促销,0
20172,1,0,0,电脑,中小,12,71.27,没有促销,0
20173,0,1,1,手机,二线,1,959.44,情侣花享,0
20174,0,1,0,手机,一线,10,247.5,情侣花享,1
20175,0,1,0,其它,二线,10,231.05,情侣花享,0
20176,0,1,0,手机,中小,8,157.14,情侣花享,0
20177,0,1,1,手机,二线,7,711.18,拼团盛放,0
20178,1,0,0,手机,二线,10,29.99,情侣花享,0
20179,1,0,1,电脑,二线,9,518.88,情侣花享,0
20180,0,1,1,手机,一线,1,29.99,情侣花享,0
20181,1,0,0,手机,中小,11,270.44,情侣花享,0
20182,0,1,1,手机,二线,1,44.66,情侣花享,0
20183,0,1,0,手机,中小,8,247.7,拼团盛放,1
20184,1,0,1,其它,二线,1,379.73,拼团盛放,0
20185,0,1,0,手机,一线,1,43.63,没有促销,0
20186,1,0,0,其它,中小,2,248.84,没有促销,0
20187,0,1,0,电脑,一线,7,190.49,没有促销,0
20188,1,0,1,手机,一线,1,543.05,情侣花享,0
20189,0,1,0,其它,一线,3,309.36,没有促销,1
20190,1,0,0,手机,二线,9,155.48,情侣花享,0
20191,1,0,0,电脑,一线,6,207.44,情侣花享,0
20192,0,1,0,手机,二线,10,339.52,没有促销,0
20193,1,0,0,电脑,中小,7,48.28,情侣花享,0
20194,0,1,1,手机,一线,7,647,情侣花享,0
20195,1,0,1,手机,一线,9,64.38,没有促销,0
20196,1,1,1,电脑,二线,6,948.79,没有促销,0
20197,1,0,1,手机,中小,6,579.08,没有促销,0
20198,0,1,1,电脑,中小,3,63.1,没有促销,0
20199,1,1,0,其它,二线,2,416.01,没有促销,1
20200,0,1,1,电脑,一线,2,95.41,情侣花享,1
20201,1,0,0,手机,二线,2,272.47,没有促销,1
20202,0,1,1,电脑,二线,7,104.98,情侣花享,0
20203,0,1,1,手机,中小,2,264.93,拼团盛放,0
20204,0,1,1,手机,二线,5,159.91,没有促销,0
20205,1,0,0,其它,二线,1,455.18,拼团盛放,0
20206,0,1,0,其它,一线,7,333.49,没有促销,0
20207,1,0,1,电脑,一线,11,45.84,情侣花享,1
20208,0,1,0,手机,一线,2,139.99,情侣花享,0
20209,0,1,0,手机,一线,10,29.99,情侣花享,0
20210,1,0,1,电脑,一线,4,67.35,没有促销,0
20211,1,1,1,手机,一线,6,285.94,拼团盛放,0
20212,1,0,1,手机,一线,7,55.62,情侣花享,0
20213,1,0,1,手机,二线,1,149.7,拼团盛放,0
20214,1,0,1,电脑,一线,12,29.99,没有促销,0
20215,1,0,1,手机,二线,11,184.24,拼团盛放,0
20216,1,0,1,手机,中小,3,80.86,没有促销,0
20217,1,0,0,手机,一线,9,29.99,拼团盛放,0
20218,1,0,1,电脑,一线,1,740.37,没有促销,1
20219,0,1,0,电脑,二线,4,119.86,情侣花享,0
20220,1,0,0,电脑,二线,10,29.99,情侣花享,0
20221,0,1,1,手机,二线,10,150.84,没有促销,0
20222,1,0,1,电脑,二线,3,382.13,情侣花享,1
20223,0,1,1,电脑,二线,5,29.99,拼团盛放,0
20224,0,1,1,手机,一线,8,82.34,拼团盛放,0
20225,1,0,1,其它,一线,12,365.07,没有促销,0
20226,1,0,1,手机,一线,5,216.09,情侣花享,0
20227,1,0,0,手机,一线,1,305.6,没有促销,0
20228,0,1,0,电脑,二线,10,77.08,没有促销,0
20229,1,1,0,电脑,二线,6,209.27,情侣花享,0
20230,1,0,0,其它,中小,4,476.91,拼团盛放,0
20231,1,0,1,电脑,二线,8,113.28,没有促销,0
20232,0,1,0,手机,中小,1,133.07,没有促销,0
20233,0,1,0,电脑,二线,9,100.22,情侣花享,0
20234,1,0,0,手机,中小,9,29.99,情侣花享,1
20235,1,0,0,其它,二线,3,410.36,情侣花享,0
20236,1,0,0,电脑,二线,10,346.7,没有促销,0
20237,1,0,0,电脑,中小,7,305.15,情侣花享,1
20238,1,0,0,手机,二线,10,29.99,没有促销,0
20239,0,1,1,电脑,一线,12,145.4,没有促销,0
20240,0,1,1,手机,一线,3,57.31,没有促销,1
20241,1,1,0,手机,二线,3,213.24,拼团盛放,1
20242,0,1,1,电脑,二线,10,29.99,没有促销,1
20243,1,0,0,电脑,一线,3,383.13,拼团盛放,0
20244,0,1,0,其它,中小,3,286.7,情侣花享,0
20245,0,1,1,电脑,一线,2,99.4,拼团盛放,0
20246,1,0,0,电脑,一线,6,165.24,没有促销,0
20247,0,1,0,手机,一线,1,237.21,没有促销,0
20248,0,1,0,手机,二线,1,40.38,没有促销,0
20249,1,0,0,电脑,二线,5,64.37,没有促销,0
20250,1,0,0,其它,二线,6,373.53,拼团盛放,0
20251,0,1,1,电脑,一线,6,159.83,拼团盛放,1
20252,0,1,1,电脑,一线,10,29.99,情侣花享,1
20253,1,0,1,电脑,中小,6,148.34,情侣花享,1
20254,1,0,1,电脑,中小,2,180.62,情侣花享,0
20255,1,0,0,电脑,中小,11,327.77,拼团盛放,0
20256,1,0,0,手机,一线,1,300.49,没有促销,0
20257,1,1,0,电脑,中小,11,230.93,没有促销,1
20258,1,0,1,手机,一线,11,29.99,拼团盛放,0
20259,1,0,0,电脑,一线,11,164.39,拼团盛放,0
20260,1,0,0,电脑,二线,1,106.84,拼团盛放,0
20261,1,0,1,手机,二线,11,338.59,拼团盛放,0
20262,1,0,1,电脑,二线,3,1070.64,情侣花享,0
20263,1,1,0,其它,二线,1,420.05,情侣花享,0
20264,1,0,0,手机,一线,5,136.11,情侣花享,0
20265,0,1,1,手机,一线,4,542.82,拼团盛放,0
20266,0,1,0,手机,一线,11,335.82,拼团盛放,0
20267,1,0,0,电脑,一线,7,29.99,没有促销,1
20268,1,0,0,手机,一线,10,29.99,拼团盛放,0
20269,1,0,0,手机,中小,2,125.76,拼团盛放,0
20270,0,1,1,电脑,一线,10,33.91,没有促销,0
20271,0,1,1,电脑,二线,9,942.36,情侣花享,0
20272,0,1,1,手机,中小,2,337.22,拼团盛放,0
20273,1,0,1,电脑,二线,3,29.99,拼团盛放,0
20274,1,0,1,电脑,二线,6,29.99,拼团盛放,0
20275,1,1,0,其它,二线,3,332.49,情侣花享,0
20276,1,0,0,手机,二线,2,61.44,没有促销,0
20277,0,1,1,其它,一线,8,265.58,情侣花享,0
20278,0,1,0,电脑,二线,3,288.51,没有促销,0
20279,1,0,1,电脑,二线,9,29.99,没有促销,0
20280,0,1,0,其它,二线,2,483.36,情侣花享,0
20281,1,0,1,电脑,二线,1,779.42,情侣花享,0
20282,1,0,0,其它,二线,7,274.82,没有促销,0
20283,1,0,1,电脑,二线,2,29.99,没有促销,0
20284,1,0,1,电脑,中小,5,130.56,情侣花享,0
20285,1,0,1,电脑,一线,2,151.62,拼团盛放,0
20286,1,0,0,电脑,二线,10,260.36,没有促销,1
20287,1,0,0,手机,二线,9,100.37,没有促销,0
20288,0,1,1,电脑,一线,7,314.09,拼团盛放,0
20289,0,1,0,手机,二线,2,199.33,没有促销,0
20290,0,1,1,电脑,二线,7,170.52,拼团盛放,0
20291,1,1,0,电脑,中小,11,436.2,情侣花享,1
20292,1,0,0,手机,二线,9,360.02,拼团盛放,0
20293,0,1,1,手机,中小,2,181.09,情侣花享,0
20294,1,0,1,手机,二线,10,148.79,没有促销,0
20295,0,1,1,手机,一线,9,29.99,拼团盛放,0
20296,1,0,1,手机,二线,7,63.47,没有促销,0
20297,1,0,0,其它,一线,11,338.98,情侣花享,0
20298,0,1,1,手机,二线,1,525.38,没有促销,0
20299,0,1,1,手机,二线,5,169.95,情侣花享,0
20300,0,1,0,其它,一线,5,204.08,情侣花享,0
20301,1,0,1,手机,一线,11,29.99,情侣花享,0
20302,1,1,1,手机,二线,3,316.12,没有促销,0
20303,1,0,1,手机,二线,7,29.99,没有促销,0
20304,0,1,1,手机,一线,9,136.92,没有促销,0
20305,1,0,0,手机,中小,5,199.23,没有促销,1
20306,1,0,0,手机,一线,11,44.72,情侣花享,0
20307,1,0,1,其它,二线,10,268.69,拼团盛放,0
20308,0,1,1,电脑,一线,8,29.99,没有促销,0
20309,0,1,1,手机,二线,11,166.92,没有促销,0
20310,0,1,1,电脑,一线,9,274.8,情侣花享,0
20311,0,1,1,手机,二线,6,89.62,情侣花享,0
20312,1,0,0,手机,中小,6,150.19,情侣花享,0
20313,1,0,0,手机,二线,10,182.36,拼团盛放,0
20314,1,0,1,其它,一线,1,219.73,拼团盛放,1
20315,1,0,1,其它,二线,10,517.43,拼团盛放,0
20316,0,1,0,电脑,二线,10,43.06,情侣花享,0
20317,1,0,0,电脑,二线,8,29.99,没有促销,1
20318,1,0,1,电脑,一线,10,95.48,情侣花享,0
20319,1,0,0,电脑,中小,3,70.93,没有促销,0
20320,1,0,0,手机,中小,12,207.6,情侣花享,0
20321,0,1,0,电脑,中小,7,29.99,没有促销,0
20322,0,1,1,手机,一线,7,102.5,情侣花享,0
20323,0,1,0,电脑,二线,3,437.28,情侣花享,0
20324,1,0,1,手机,二线,7,106.5,没有促销,0
20325,0,1,1,手机,一线,5,253.1,情侣花享,0
20326,1,0,1,其它,二线,8,290.05,没有促销,0
20327,0,1,0,手机,二线,9,29.99,拼团盛放,0
20328,1,0,1,手机,二线,4,80.08,没有促销,0
20329,1,1,1,手机,中小,7,386.21,拼团盛放,0
20330,1,0,1,手机,二线,1,31.4,没有促销,0
20331,0,1,1,手机,二线,8,83.51,拼团盛放,0
20332,0,1,0,电脑,中小,7,64.04,拼团盛放,1
20333,1,1,1,电脑,一线,1,540.52,情侣花享,1
20334,1,1,1,其它,一线,7,245.77,没有促销,0
20335,1,1,1,手机,一线,1,774.35,拼团盛放,0
20336,1,0,0,其它,中小,10,209.81,没有促销,0
20337,1,0,1,其它,中小,10,606.05,情侣花享,0
20338,1,0,1,手机,二线,5,33.6,拼团盛放,0
20339,0,1,0,手机,一线,10,169.63,没有促销,0
20340,0,1,1,手机,一线,2,118.18,情侣花享,0
20341,0,1,1,电脑,一线,5,134.45,没有促销,0
20342,0,1,1,手机,一线,3,586.2,没有促销,0
20343,0,1,1,电脑,二线,8,100.12,拼团盛放,0
20344,0,1,1,电脑,一线,8,73.71,拼团盛放,1
20345,0,1,1,其它,一线,1,665.49,情侣花享,0
20346,1,1,1,手机,一线,8,368,情侣花享,0
20347,1,0,1,电脑,二线,1,220.34,没有促销,0
20348,1,0,0,手机,二线,4,278.68,情侣花享,0
20349,1,0,0,手机,二线,9,415.19,没有促销,0
20350,1,1,1,手机,二线,10,285.14,没有促销,0
20351,0,1,0,其它,中小,3,361.81,拼团盛放,1
20352,1,1,1,手机,二线,1,730.43,拼团盛放,0
20353,1,0,1,手机,一线,2,29.99,没有促销,1
20354,1,0,0,手机,二线,2,216.72,拼团盛放,0
20355,1,0,1,电脑,一线,6,130.37,没有促销,0
20356,1,0,0,手机,中小,7,272.79,没有促销,0
20357,1,0,0,其它,一线,3,220.3,拼团盛放,0
20358,0,1,1,电脑,一线,2,39.37,拼团盛放,0
20359,1,0,1,其它,一线,3,501.27,没有促销,0
20360,1,0,0,其它,一线,2,418.35,没有促销,0
20361,1,0,1,电脑,中小,10,115.88,情侣花享,0
20362,1,1,0,其它,二线,3,240.44,情侣花享,0
20363,0,1,0,手机,二线,5,155.49,情侣花享,0
20364,1,0,0,手机,一线,9,81.02,情侣花享,0
20365,0,1,0,手机,中小,9,65.41,情侣花享,0
20366,0,1,1,手机,中小,10,149.31,拼团盛放,0
20367,1,0,1,手机,二线,12,38.74,拼团盛放,0
20368,0,1,1,电脑,二线,3,138.86,没有促销,0
20369,1,0,1,手机,一线,2,186.18,没有促销,0
20370,0,1,1,电脑,一线,9,29.99,情侣花享,0
20371,0,1,1,手机,一线,5,38.91,情侣花享,0
20372,0,1,0,电脑,一线,9,182.97,情侣花享,1
20373,1,0,1,手机,中小,6,52.75,没有促销,0
20374,1,0,0,电脑,二线,2,90.91,情侣花享,0
20375,1,0,0,手机,一线,11,29.99,情侣花享,0
20376,1,0,1,电脑,中小,4,696.23,没有促销,0
20377,1,0,1,电脑,一线,2,165.49,拼团盛放,1
20378,0,1,0,手机,中小,9,59.4,情侣花享,0
20379,0,1,0,手机,一线,12,39.33,没有促销,0
20380,1,0,1,电脑,一线,3,202.36,情侣花享,1
20381,1,0,1,手机,二线,3,217.03,情侣花享,0
20382,0,1,1,电脑,二线,1,673.01,拼团盛放,1
20383,0,1,1,手机,中小,6,77.59,拼团盛放,0
20384,0,1,0,电脑,一线,9,29.99,拼团盛放,0
20385,1,0,1,电脑,中小,9,120.72,情侣花享,0
20386,1,0,0,手机,一线,9,305.14,情侣花享,1
20387,0,1,0,手机,一线,10,132.15,情侣花享,0
20388,1,0,0,手机,二线,10,29.99,没有促销,0
20389,1,0,0,手机,一线,6,142.57,没有促销,0
20390,1,1,1,电脑,一线,1,686.08,没有促销,0
20391,1,0,0,其它,二线,2,409.13,拼团盛放,0
20392,0,1,1,电脑,二线,1,114.49,情侣花享,0
20393,0,1,0,手机,二线,3,167.35,情侣花享,0
20394,1,1,1,其它,二线,1,418.39,没有促销,0
20395,1,0,1,电脑,二线,9,65.75,情侣花享,0
20396,1,0,0,其它,二线,1,423.9,没有促销,0
20397,0,1,0,手机,二线,11,29.99,情侣花享,0
20398,1,0,1,电脑,二线,8,551.22,拼团盛放,0
20399,1,1,0,电脑,二线,7,350.32,情侣花享,1
20400,1,0,1,手机,一线,4,637.52,没有促销,0
20401,1,0,0,电脑,一线,2,360.45,没有促销,0
20402,1,0,1,电脑,中小,9,158.91,拼团盛放,1
20403,0,1,0,电脑,一线,6,29.99,情侣花享,0
20404,1,1,0,手机,二线,3,249.49,没有促销,0
20405,1,0,0,电脑,一线,1,29.99,拼团盛放,0
20406,1,0,1,手机,一线,12,76.25,拼团盛放,0
20407,1,0,1,电脑,一线,3,63.69,情侣花享,0
20408,0,1,0,电脑,二线,5,167.99,没有促销,0
20409,0,1,0,手机,二线,5,152,情侣花享,0
20410,0,1,0,电脑,二线,1,29.99,没有促销,0
20411,1,1,0,电脑,二线,11,281.87,情侣花享,0
20412,0,1,0,电脑,中小,10,147.96,拼团盛放,0
20413,1,0,0,电脑,一线,7,68.53,没有促销,1
20414,1,0,1,电脑,一线,2,188.7,没有促销,1
20415,0,1,1,电脑,二线,2,114.96,拼团盛放,0
20416,0,1,0,电脑,一线,7,29.99,情侣花享,0
20417,1,0,0,手机,一线,9,306.69,没有促销,0
20418,0,1,1,电脑,一线,10,99.1,情侣花享,0
20419,0,1,0,手机,二线,1,81.69,情侣花享,0
20420,1,0,1,手机,一线,8,29.99,拼团盛放,0
