用户码,性别,年龄,城市,入会月数,会员类型,活跃用户,会员积分,总消费,年收入,裂变方案,是否转化
1316,女,48,苏州,6,1,0,772,35289.61,133745.9196,买一送一,1
1317,男,44,杭州,8,1,0,696,14447.89,199124.4417,疯狂打折,0
1318,男,48,苏州,6,1,0,632,12303.17,155061.4998,买一送一,1
1319,男,25,扬州,8,1,0,731,18714.7,119248.7583,买一送一,0
1320,男,35,杭州,3,2,1,633,6931.12,0,买一送一,0
1321,女,58,杭州,4,1,1,471,6943.6,141097.6911,买一送一,0
1322,男,33,苏州,4,1,1,694,14896.15,152602.8036,买一送一,0
1323,男,35,苏州,0,1,1,737,12246.69,164054.694,疯狂打折,0
1324,男,33,杭州,7,1,0,718,22531.75,126535.3644,疯狂打折,0
1325,男,46,杭州,0,2,0,757,7162.53,0,买一送一,0
1326,男,37,苏州,2,2,1,795,38001.13,171296.7249,买一送一,0
1327,男,57,杭州,6,1,0,638,6439.09,0,买一送一,1
1328,男,37,扬州,4,1,0,662,9355.79,190880.379,买一送一,0
1329,女,40,扬州,5,1,0,705,34412.74,250569.6345,买一送一,1
1330,女,33,扬州,10,2,1,714,9497.51,126839.2359,买一送一,0
1331,男,33,杭州,1,1,0,680,25805.15,151390.9584,买一送一,0
1332,女,53,杭州,6,2,1,609,23751.1,0,买一送一,0
1333,女,33,杭州,0,1,0,593,38141.11,117990.2592,买一送一,0
1334,男,35,扬州,8,1,1,776,28399.15,130829.3067,买一送一,0
1335,女,25,杭州,8,1,0,696,23308.68,155524.3857,买一送一,0
1336,女,45,杭州,6,1,1,674,26776.63,89168.4687,疯狂打折,0
1337,女,40,杭州,0,2,0,850,210.31,0,买一送一,0
1338,女,28,苏州,2,2,1,527,29798.6,152277.6654,买一送一,0
1339,女,53,扬州,7,1,0,664,35639.19,230750.6814,买一送一,1
1340,女,58,杭州,8,1,1,681,26722.99,114603.8724,买一送一,0
1341,女,36,杭州,5,1,0,423,22633.37,120128.7003,买一送一,1
1342,女,33,杭州,1,2,1,548,15725.74,98532.6309,疯狂打折,0
1343,男,54,苏州,2,1,0,793,3562.79,158628.3399,疯狂打折,1
1344,女,34,扬州,5,2,0,635,3008.25,121380.6681,买一送一,0
1345,男,42,扬州,9,1,0,641,6762.36,163168.7865,买一送一,0
1346,女,39,苏州,3,2,1,648,11089.05,156131.2554,疯狂打折,0
1347,男,47,杭州,5,2,0,698,201.84,192206.3313,疯狂打折,0
1348,男,40,杭州,6,1,1,476,4347.12,0,买一送一,0
1349,男,52,扬州,0,1,0,663,27646.9,167647.3395,买一送一,1
1350,女,40,杭州,10,2,0,732,29481.65,0,买一送一,0
1351,女,30,杭州,9,1,1,724,20621.07,175245.3201,买一送一,0
1352,女,39,杭州,9,1,1,595,29016.78,167799.5643,买一送一,0
1353,男,45,苏州,10,3,1,745,23399.81,144194.9049,买一送一,1
1354,女,25,苏州,2,1,1,650,4842.26,140627.0685,买一送一,0
1355,男,45,杭州,0,1,0,502,16187.99,0,疯狂打折,0
1356,男,46,苏州,4,2,1,603,16479.98,121646.7048,买一送一,0
1357,男,54,苏州,4,2,1,566,33002.22,145895.958,买一送一,0
1358,女,43,扬州,8,1,1,728,26582.08,157947.5103,疯狂打折,0
1359,女,46,扬州,10,1,0,527,10506.21,161640.1548,买一送一,0
1360,女,40,苏州,3,1,1,705,20936.26,114254.5893,买一送一,0
1361,女,31,苏州,9,2,1,549,4463.32,166074.8583,买一送一,0
1362,女,33,杭州,2,2,0,759,10819.09,0,买一送一,0
1363,男,32,杭州,8,2,0,514,18328.33,0,买一送一,0
1364,男,32,杭州,8,2,0,541,7818.19,0,疯狂打折,0
1365,男,24,杭州,6,2,0,512,7199.67,0,买一送一,0
1366,女,33,扬州,6,1,1,780,29559.95,179064.1503,买一送一,0
1367,女,44,杭州,3,3,0,555,11574.37,130097.961,买一送一,1
1368,男,26,苏州,1,1,1,686,15141.37,70629.8226,买一送一,0
1369,女,22,扬州,9,1,0,663,5570.91,0,买一送一,1
1370,男,56,扬州,3,1,1,573,22076.91,190243.8171,疯狂打折,1
1371,女,44,杭州,6,1,0,716,25596.9,190791.327,疯狂打折,0
1372,女,22,杭州,7,1,0,550,24835.74,171089.1255,买一送一,0
1373,男,36,扬州,6,2,1,850,7895.03,0,疯狂打折,0
1374,男,37,杭州,7,2,1,786,12806.43,204052.3506,买一送一,0
1375,女,41,杭州,1,2,1,661,25105.29,0,疯狂打折,0
1376,男,32,苏州,9,2,0,612,33860.83,131020.4979,买一送一,0
1377,男,36,杭州,7,2,0,690,23666.37,124947.2253,买一送一,0
1378,女,33,杭州,8,2,0,631,22442.48,0,疯狂打折,0
1379,男,32,扬州,4,2,1,555,10402.63,0,买一送一,0
1380,女,28,杭州,9,2,0,492,18347.43,0,买一送一,0
1381,男,28,杭州,3,1,1,559,2984.18,173552.2989,买一送一,0
1382,女,45,杭州,1,1,0,747,36206.95,141399.7176,买一送一,1
1383,男,32,苏州,1,1,1,582,1922.47,109394.5026,买一送一,0
1384,女,26,杭州,5,2,0,472,20728.8,0,买一送一,0
1385,男,55,杭州,6,1,1,580,33604.24,128296.0602,疯狂打折,0
1386,女,38,扬州,3,2,1,584,865.27,0,买一送一,0
1387,男,39,扬州,10,2,0,605,26390.31,129540.8079,买一送一,0
1388,女,27,苏州,10,1,1,598,16087.21,210679.2093,买一送一,0
1389,男,26,扬州,8,2,0,626,36600.51,0,疯狂打折,0
1390,男,40,杭州,8,2,0,544,11774.6,0,买一送一,0
1391,女,49,杭州,10,1,0,707,15863.85,0,买一送一,1
1392,男,39,扬州,10,1,0,630,11253.32,129732.7002,疯狂打折,1
1393,男,28,杭州,9,2,0,630,6233.14,0,疯狂打折,0
1394,女,40,杭州,4,2,0,476,34903.83,0,疯狂打折,0
1395,男,29,杭州,3,2,1,586,27196.66,0,买一送一,0
1396,女,37,扬州,7,1,0,697,6778.3,206722.2501,买一送一,0
1397,男,45,杭州,1,1,0,725,4630.71,159722.0436,疯狂打折,0
1398,男,45,苏州,3,2,1,616,12299.66,176049.1743,疯狂打折,0
1399,男,28,苏州,10,1,0,467,6185.33,155367.7698,买一送一,1
1400,男,43,扬州,9,1,0,740,38105.29,0,买一送一,1
1401,女,72,杭州,5,2,1,783,20115.96,149095.557,买一送一,0
1402,女,28,杭州,7,1,1,755,36109.15,153184.5444,疯狂打折,0
1403,男,34,扬州,10,2,0,588,15120.25,0,买一送一,0
1404,女,39,苏州,7,2,0,585,25210.7,203700.8043,疯狂打折,0
1405,女,41,苏州,9,2,1,595,15592.42,185069.6253,疯狂打折,0
1406,男,25,杭州,6,2,1,768,4056.53,0,买一送一,0
1407,男,41,扬州,8,1,0,652,36119.58,141627.9564,买一送一,0
1408,女,40,杭州,3,1,0,747,11055.03,0,疯狂打折,1
1409,女,55,扬州,6,1,0,627,17580.1,0,疯狂打折,1
1410,女,34,苏州,2,2,0,816,19676.65,133345.3701,买一送一,0
1411,男,38,杭州,5,2,0,827,19752.39,0,疯狂打折,0
1412,女,32,苏州,8,3,0,648,36519.02,193280.9577,买一送一,1
1413,男,34,杭州,5,1,1,618,29054.37,165994.0719,买一送一,0
1414,女,48,杭州,4,3,0,607,33187.05,137847.1578,买一送一,1
1415,女,31,杭州,3,1,1,559,30772.8,156296.9979,疯狂打折,0
1416,男,30,杭州,8,2,1,603,9089.18,0,买一送一,0
1417,男,33,杭州,3,1,1,554,2441.05,144419.1585,买一送一,0
1418,男,34,杭州,1,1,1,528,33797.94,154447.287,买一送一,0
1419,男,26,杭州,4,1,0,700,27136.98,146381.7711,买一送一,0
1420,女,47,杭州,10,1,1,790,3082.21,182822.5383,疯狂打折,1
1421,女,34,杭州,6,1,0,850,6405.73,124557.8073,买一送一,0
1422,女,47,杭州,6,2,1,640,2635.52,110453.3358,疯狂打折,1
1423,男,49,杭州,7,2,1,508,14494.85,150615.2958,买一送一,0
1424,女,46,扬州,8,1,0,582,8509.76,83102.8713,买一送一,1
1425,男,36,杭州,1,1,0,614,27941.62,145523.4648,买一送一,0
1426,男,44,苏州,3,1,0,674,14097.76,109349.7183,买一送一,0
1427,男,41,扬州,8,2,0,665,25268.13,0,买一送一,0
1428,女,37,苏州,2,2,1,645,29330.82,168417.8607,疯狂打折,0
1429,男,44,扬州,4,1,0,719,16247.2,0,疯狂打折,1
1430,女,50,杭州,4,2,1,753,164.7,0,买一送一,0
1431,男,37,杭州,5,1,1,672,31121.03,188430.5757,买一送一,0
1432,男,62,扬州,2,2,1,730,35657.73,0,买一送一,0
1433,男,41,杭州,5,3,0,612,28920.88,0,疯狂打折,0
1434,男,37,杭州,5,1,1,618,34169.3,0,疯狂打折,1
1435,男,40,杭州,6,2,1,609,18626.45,0,买一送一,0
1436,男,28,苏州,7,2,1,645,6594.65,144483.2169,买一送一,0
1437,男,58,杭州,0,1,1,511,31089.77,183414.2913,买一送一,0
1438,女,37,杭州,7,1,1,850,29108.08,188371.7325,买一送一,0
1439,女,27,杭州,3,2,1,600,24034.21,0,疯狂打折,0
1440,女,47,扬州,3,2,0,692,28834.11,0,买一送一,1
1441,女,35,杭州,7,2,1,763,20020.32,142251.468,买一送一,0
1442,女,40,扬州,5,1,1,689,22623.23,189729.5541,疯狂打折,0
1443,男,30,扬州,8,1,1,726,28264.32,165007.3167,买一送一,0
1444,男,39,杭州,4,2,0,686,29641.28,0,买一送一,0
1445,男,44,扬州,2,1,1,497,15237.36,149137.5492,疯狂打折,0
1446,男,20,扬州,3,1,0,596,19781.35,230372.1858,买一送一,0
1447,女,36,杭州,1,1,0,587,5847,87064.6521,买一送一,0
1448,女,41,扬州,9,2,1,622,29787.07,0,买一送一,0
1449,男,39,杭州,7,2,0,689,2852.21,0,疯狂打折,0
1450,女,38,杭州,3,1,1,554,37120.14,170640.2985,买一送一,0
1451,男,24,扬州,8,1,0,650,19979.5,133924.5279,买一送一,0
1452,男,33,扬州,7,2,0,647,14764.14,149150.0337,买一送一,0
1453,男,37,扬州,8,2,1,763,178.46,0,买一送一,0
1454,男,37,杭州,5,1,0,589,11725.59,0,买一送一,0
1455,男,46,扬州,2,2,1,790,34472.4,161579.4051,买一送一,0
1456,女,72,扬州,8,1,1,573,18358.6,121481.9832,买一送一,0
1457,女,27,杭州,2,2,0,627,23986.8,0,买一送一,0
1458,男,34,扬州,6,1,1,788,34645.65,192468.7026,疯狂打折,0
1459,男,57,苏州,1,1,0,557,25309.89,147653.0499,买一送一,1
1460,女,31,杭州,7,2,1,661,2770.7,177319.629,买一送一,0
1461,男,50,杭州,0,2,0,646,34760.01,128078.9652,买一送一,1
1462,男,28,扬州,8,1,1,656,26228.18,147658.7571,买一送一,0
1463,男,34,扬州,1,1,1,655,9463.12,142821.3639,买一送一,0
1464,男,30,扬州,6,2,1,603,3686.96,159344.655,买一送一,0
1465,女,44,苏州,6,2,0,499,20692.67,95481.6159,买一送一,0
1466,男,39,苏州,8,2,1,659,20643.28,64090.7859,买一送一,0
1467,女,40,杭州,3,2,0,800,25346.5,93348.5253,买一送一,0
1468,女,22,扬州,7,2,1,425,26073.61,208669.1679,疯狂打折,1
1469,女,41,扬州,8,3,1,619,15270.88,0,买一送一,1
1470,男,64,杭州,9,1,0,699,5350.05,139124.7096,买一送一,1
1471,男,38,扬州,1,2,0,759,3972.92,0,买一送一,0
1472,女,30,杭州,6,2,0,573,12655.87,0,买一送一,0
1473,女,48,杭州,8,2,0,671,15910.29,142328.0232,疯狂打折,0
1474,男,38,杭州,0,2,0,587,9065.8,0,买一送一,0
1475,女,34,杭州,9,2,1,592,3912.08,0,买一送一,0
1476,女,34,杭州,4,2,0,598,11643.26,0,疯狂打折,0
1477,男,29,杭州,2,1,0,654,7087.12,113105.4003,买一送一,0
1478,男,32,苏州,5,1,1,548,29668.37,215514.0933,买一送一,0
1479,男,29,扬州,6,2,1,629,16987.15,0,买一送一,0
1480,男,35,苏州,7,2,0,782,22494.14,121224.9747,买一送一,0
1481,女,64,扬州,4,1,1,676,17428.19,143853.8136,买一送一,0
1482,男,44,扬州,8,2,1,850,35108.47,0,买一送一,0
1483,男,39,杭州,4,2,1,850,29013.1,157158.7605,疯狂打折,0
1484,男,22,杭州,5,2,1,521,19087.65,0,买一送一,0
1485,男,24,杭州,3,1,1,576,15009.18,0,疯狂打折,1
1486,男,40,杭州,3,1,1,721,27700.7,0,买一送一,0
1487,男,44,扬州,2,2,0,719,37587.41,0,买一送一,0
1488,女,44,苏州,1,1,1,577,8550.57,187065.9645,疯狂打折,1
1489,女,24,扬州,2,1,0,704,6806.93,0,买一送一,1
1490,男,50,扬州,2,2,0,658,9968.97,0,买一送一,0
1491,男,31,扬州,8,1,1,591,27089.35,0,买一送一,0
1492,女,23,杭州,2,2,0,763,29442.44,0,买一送一,0
1493,男,47,苏州,9,2,0,644,29044.5,169462.1553,买一送一,0
1494,女,50,苏州,2,2,0,410,17174.47,125802.9117,买一送一,0
1495,男,49,杭州,6,1,1,747,3307.59,249572.7072,买一送一,1
1496,男,41,杭州,9,1,0,497,4220.74,0,疯狂打折,0
1497,男,28,杭州,7,1,0,418,23363.33,121448.8716,买一送一,0
1498,男,35,苏州,7,2,1,652,10556,127939.1142,买一送一,0
1499,女,32,杭州,5,2,1,605,8056.45,0,买一送一,0
1500,男,28,杭州,7,1,1,687,5241.14,132983.4918,买一送一,0
1501,女,40,扬州,3,1,0,678,32248.24,157930.0074,买一送一,0
1502,男,48,扬州,2,1,1,513,21932.91,0,买一送一,1
1503,女,50,苏州,1,2,1,744,20279.43,149442.6753,疯狂打折,1
1504,男,29,杭州,4,1,0,724,1717.54,0,买一送一,0
1505,男,51,杭州,6,1,1,512,31555.48,178292.5713,买一送一,0
1506,男,50,苏州,4,1,1,637,3312.23,155405.0265,疯狂打折,1
1507,女,29,杭州,4,2,1,742,34429.55,0,买一送一,0
1508,女,37,杭州,5,1,1,676,32425.08,110250.6687,买一送一,1
1509,男,50,杭州,6,2,1,682,23738.31,149837.1732,疯狂打折,0
1510,女,35,杭州,1,2,0,507,17615.97,0,疯狂打折,0
1511,男,41,杭州,6,3,0,610,10730.17,0,疯狂打折,1
1512,男,43,杭州,2,2,0,506,20185.2,0,买一送一,0
1513,男,32,杭州,5,1,1,771,7824.2,76655.5926,买一送一,0
1514,男,31,杭州,9,1,0,738,8024.99,101689.2045,买一送一,0
1515,男,31,杭州,1,1,0,814,19446.3,146211.2316,买一送一,0
1516,女,45,杭州,2,4,0,634,19319.22,0,买一送一,1
1517,男,48,杭州,9,4,0,642,15048.37,145530.2421,疯狂打折,1
1518,女,40,苏州,1,1,1,453,23016.03,137175.1227,买一送一,1
1519,男,24,杭州,3,2,0,804,33115.74,0,买一送一,0
1520,女,41,杭州,3,1,1,649,27688.02,161046.1509,买一送一,0
1521,女,38,扬州,3,1,1,490,17743.25,119637.303,买一送一,0
1522,女,31,苏州,1,2,0,807,33036.84,114956.3781,疯狂打折,0
1523,女,34,杭州,5,1,0,501,5235.37,0,买一送一,0
1524,男,44,杭州,3,2,0,508,12855.51,142004.7915,疯狂打折,0
1525,女,45,杭州,2,1,1,634,27429.88,0,买一送一,0
1526,女,27,杭州,5,2,0,781,13952.17,0,疯狂打折,0
1527,女,31,杭州,8,2,0,696,36534.24,0,疯狂打折,0
1528,女,39,扬州,6,2,0,850,19870.25,0,买一送一,0
1529,男,29,杭州,7,1,1,635,28652.75,129649.3431,买一送一,0
1530,女,60,杭州,4,1,1,742,2516.56,0,买一送一,1
1531,女,31,苏州,3,3,1,680,33734.91,156617.6958,买一送一,0
1532,女,53,苏州,4,1,1,823,25097.43,153694.5762,疯狂打折,1
1533,女,34,扬州,3,2,0,604,7378.14,0,买一送一,0
1534,男,37,杭州,8,2,1,731,32569.47,0,买一送一,0
1535,女,27,杭州,7,2,1,766,9097.37,195307.6041,疯狂打折,0
1536,男,61,杭州,4,2,1,705,36580.05,0,买一送一,0
1537,男,43,扬州,9,2,0,685,20614.01,0,买一送一,0
1538,男,28,苏州,8,2,0,671,23981.38,147427.2096,买一送一,0
1539,男,39,扬州,6,2,1,718,12215.88,0,疯狂打折,0
1540,女,35,杭州,2,2,1,636,4422.45,0,买一送一,0
1541,男,33,杭州,3,2,1,584,11300.78,0,疯狂打折,0
1542,女,40,苏州,7,2,0,611,1932.97,158038.8993,买一送一,0
1543,男,33,杭州,9,2,0,630,12390.93,0,买一送一,0
1544,女,51,扬州,4,1,1,710,27036.42,115198.0485,疯狂打折,1
1545,女,47,杭州,7,2,1,687,33962.52,0,买一送一,0
1546,男,43,扬州,3,1,0,803,13776.56,0,买一送一,0
1547,男,31,杭州,9,1,1,744,11273.7,148483.4844,买一送一,0
1548,男,40,苏州,7,1,0,567,26491.91,150386.2452,买一送一,0
1549,男,35,杭州,4,2,1,753,20325.69,0,买一送一,0
1550,女,47,扬州,10,1,0,682,27589.09,164859.3723,买一送一,0
1551,男,30,苏州,6,2,1,757,12040.56,129308.4855,买一送一,0
1552,女,57,扬州,2,3,0,605,12744.31,0,买一送一,1
1553,男,39,杭州,5,1,0,625,19082.38,0,买一送一,0
1554,女,24,扬州,2,2,1,555,37832.99,0,疯狂打折,0
1555,男,42,杭州,0,2,0,850,8444.71,0,买一送一,0
1556,女,39,扬州,2,1,1,731,14311.84,155983.9014,买一送一,0
1557,男,38,杭州,10,1,1,656,26103.59,0,买一送一,0
1558,女,30,扬州,1,2,0,596,1553.61,0,买一送一,0
1559,男,50,苏州,7,2,0,516,8717.25,171800.3361,买一送一,0
1560,男,48,苏州,6,1,0,511,16884.86,184163.0784,疯狂打折,1
1561,男,30,扬州,4,2,0,653,23085.28,0,买一送一,0
1562,男,43,苏州,5,2,1,850,3679.65,159045.2607,疯狂打折,0
1563,男,36,杭州,7,2,1,704,19235.51,147633.1854,疯狂打折,0
1564,男,43,苏州,2,3,1,710,30192.77,172298.7936,买一送一,1
1565,女,28,苏州,5,1,0,723,27434.38,113084.1213,买一送一,0
1566,男,30,扬州,5,2,1,616,37496.84,0,疯狂打折,0
1567,女,34,苏州,4,1,1,591,13819.28,185281.419,买一送一,0
1568,男,32,扬州,5,1,1,615,10878.98,170381.8509,买一送一,0
1569,女,30,杭州,9,2,0,736,6535.43,0,买一送一,0
1570,男,26,杭州,2,1,0,774,5433.14,115428.9687,买一送一,0
1571,男,32,苏州,5,1,0,701,20322.7,126075.4182,疯狂打折,0
1572,男,39,杭州,4,2,0,527,31966.17,0,买一送一,1
1573,女,54,杭州,9,1,1,411,14650.38,0,疯狂打折,0
1574,男,42,杭州,5,3,0,768,11603.51,0,疯狂打折,0
1575,女,34,杭州,7,1,1,778,21615.06,134763.843,疯狂打折,0
1576,男,56,杭州,7,2,0,561,25462.16,187893.57,买一送一,1
1577,男,42,杭州,6,2,0,507,6649.56,0,买一送一,0
1578,男,46,苏州,3,1,0,553,21520.07,101218.053,买一送一,1
1579,男,63,苏州,6,1,1,523,22830.71,142959.5421,买一送一,0
1580,女,44,苏州,10,1,0,705,26275.3,131279.8434,买一送一,1
1581,男,31,杭州,7,1,1,811,34870.43,144893.1144,买一送一,0
1582,男,38,扬州,7,1,1,617,5208.27,0,买一送一,0
1583,男,29,扬州,4,2,0,639,18734.88,164124.5211,买一送一,0
1584,女,42,扬州,9,1,0,661,5278.79,92694.5712,买一送一,1
1585,女,35,杭州,7,2,0,452,31403.76,0,买一送一,0
1586,女,53,杭州,7,1,1,672,26177.85,0,买一送一,0
1587,女,32,扬州,1,1,1,472,10960.45,196059.2325,疯狂打折,0
1588,女,73,杭州,7,2,0,523,25025.6,0,疯狂打折,1
1589,男,35,苏州,3,2,1,810,23042.26,119081.7858,买一送一,0
1590,男,51,扬州,4,2,1,753,13051.67,98168.4156,疯狂打折,1
1591,女,64,杭州,2,1,1,605,2600.72,159353.511,买一送一,0
1592,男,28,杭州,7,2,0,569,14144.78,0,买一送一,0
1593,女,34,扬州,2,2,0,450,33552.75,0,买一送一,0
1594,男,34,杭州,3,1,0,657,29425.51,131778.018,买一送一,0
1595,女,37,苏州,8,2,1,678,4105.62,183271.1193,买一送一,0
1596,女,50,杭州,4,2,0,773,24736.69,0,买一送一,0
1597,男,40,杭州,10,1,0,724,24444.98,0,买一送一,1
1598,女,48,扬州,1,1,0,764,30272.23,93468.8931,买一送一,1
1599,女,29,苏州,6,1,0,706,32703.17,228219.5628,买一送一,0
1600,女,23,扬州,6,2,0,667,32441.55,167403.8487,疯狂打折,1
1601,女,34,杭州,6,2,1,652,19948.71,119846.0955,买一送一,0
1602,女,36,杭州,7,2,1,632,10043.33,0,买一送一,0
1603,女,59,杭州,5,2,1,666,35396.38,0,买一送一,0
1604,女,38,杭州,10,2,0,819,5831.49,0,买一送一,0
1605,女,45,杭州,9,1,1,672,17596.11,0,买一送一,1
1606,女,35,杭州,5,1,0,658,29897.05,155469.1218,疯狂打折,1
1607,男,29,杭州,6,1,0,762,10348.54,173908.5438,买一送一,0
1608,男,24,杭州,3,2,1,746,32531.94,169115.5905,疯狂打折,0
1609,男,45,杭州,4,1,0,593,2070.51,170754.9837,疯狂打折,0
1610,男,38,杭州,9,1,0,783,29305.92,140386.2591,买一送一,0
1611,女,31,扬州,2,1,0,658,19817.39,44977.3608,买一送一,1
1612,男,33,扬州,3,2,1,662,13014.3,0,疯狂打折,0
1613,男,28,杭州,2,2,0,821,8809.27,0,买一送一,0
1614,女,38,苏州,7,1,0,494,7664.3,215173.2972,买一送一,0
1615,女,56,扬州,5,2,1,655,7989.04,0,买一送一,0
1616,女,37,苏州,4,1,0,607,34587.07,167190.2838,疯狂打折,0
1617,女,28,杭州,1,2,1,630,25481.41,0,买一送一,0
1618,男,39,苏州,2,2,1,607,23316.52,103896.4641,买一送一,0
1619,男,39,杭州,7,2,0,658,9250.17,0,买一送一,0
1620,女,31,扬州,2,2,0,785,15636.46,149680.5942,疯狂打折,0
1621,女,49,苏州,4,1,0,788,35215.73,169070.8677,买一送一,1
1622,女,36,杭州,3,1,1,825,26452.14,179646.0018,买一送一,0
1623,男,28,杭州,5,1,1,692,13418.72,75745.8231,买一送一,0
1624,男,52,杭州,10,1,0,708,23.53,129587.6463,买一送一,1
1625,女,36,扬州,7,2,0,530,15414.73,0,买一送一,0
1626,男,45,杭州,3,1,0,824,11501.29,158927.6604,疯狂打折,0
1627,男,29,扬州,1,2,1,665,12186.02,224821.5402,买一送一,0
1628,女,36,杭州,3,2,1,741,17171.09,0,买一送一,0
1629,男,32,苏州,3,1,1,850,30478.71,169388.5275,疯狂打折,0
1630,男,28,杭州,8,2,1,754,10060.34,0,买一送一,0
1631,女,46,杭州,8,1,1,613,8487.64,206388.588,疯狂打折,0
1632,男,25,扬州,7,2,1,808,4432.19,0,疯狂打折,0
1633,女,46,扬州,5,1,1,705,26608.44,109918.8393,疯狂打折,0
1634,男,33,扬州,5,1,0,612,1715.8,85458.6411,买一送一,1
1635,男,36,苏州,6,1,0,636,34810.56,118871.2836,疯狂打折,0
1636,男,58,扬州,6,1,1,633,25245.53,120919.4673,买一送一,0
1637,女,52,杭州,7,2,1,766,12656.52,113788.407,疯狂打折,0
1638,男,61,苏州,2,2,1,607,6842.59,202363.905,买一送一,0
1639,女,38,杭州,1,2,0,850,5608.6,131452.3263,买一送一,0
1640,女,39,扬州,7,1,0,549,15537.14,0,疯狂打折,1
1641,男,53,扬州,1,2,1,575,4974.34,104431.0959,疯狂打折,0
1642,女,27,杭州,9,2,0,663,28843.26,0,买一送一,0
1643,男,41,苏州,4,1,0,560,2061.12,187614.729,疯狂打折,0
1644,女,43,苏州,7,2,1,682,12366.97,136645.6815,买一送一,0
1645,男,27,扬州,4,2,0,659,18994.62,0,买一送一,0
1646,女,73,杭州,6,1,1,646,20022.87,119628.8775,疯狂打折,0
1647,男,39,扬州,8,2,0,702,19054.32,0,买一送一,0
1648,女,39,杭州,6,2,0,602,33769.57,189569.2236,买一送一,1
1649,男,30,杭州,5,1,1,646,2439.22,120558.1302,买一送一,0
1650,男,36,苏州,5,2,0,682,7054.68,89019.5526,买一送一,0
1651,男,28,苏州,5,1,0,594,3151.26,227566.0146,买一送一,0
1652,男,51,苏州,7,2,0,485,9773.06,177420.8457,买一送一,0
1653,男,40,苏州,2,2,1,629,12399.56,149626.4742,买一送一,1
1654,女,39,杭州,0,2,0,688,10176.31,0,买一送一,1
1655,女,41,苏州,1,1,0,616,45.21,127379.5011,买一送一,1
1656,女,39,苏州,5,2,1,756,20860.11,183716.6376,买一送一,0
