用户码,性别,玫瑰套餐,紫罗兰套餐,郁金香套餐,百合套餐,康乃馨套餐,胡姬花套餐,生日套餐,情人节套餐,会员卡类型,入会月数,会费支付方式,平均月消费,总消费,已停付会费
2412,男,是,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,25,微信自动扣款,20.95,495.15,否
2413,女,是,否,否,否,否,否,是,是,月卡,19,就餐时付费,94.95,1760.25,否
2414,男,否,否,否,否,否,否,否,否,月卡,49,微信自动扣款,74.6,3720.35,否
2415,男,否,否,否,否,否,否,否,否,月卡,6,就餐时付费,69.1,435,否
2416,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,68,花呗付款,20,1396,否
2417,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,58,花呗付款,20.3,1160.75,否
2418,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,25,手工转账,20.75,499.4,否
2419,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,24,手工转账,24.2,609.05,否
2420,女,否,否,否,是,否,否,是,否,月卡,6,就餐时付费,89.75,552.65,否
2421,男,是,是,否,是,是,是,否,是,月卡,15,手工转账,69.5,1071.4,否
2422,男,否,是,是,是,否,否,否,是,月卡,16,就餐时付费,69.1,1083.7,否
2423,男,否,否,是,是,否,否,是,否,月卡,26,花呗付款,92.4,2349.8,否
2424,女,是,是,是,是,否,否,是,否,年卡,10,就餐时付费,70.3,676.15,否
2425,女,是,是,是,是,否,是,是,否,双年卡,67,花呗付款,74,4868.4,否
2426,男,否,是,否,否,否,否,否,否,月卡,21,手工转账,45.65,985.05,否
2427,男,是,是,是,是,否,否,否,否,月卡,19,手工转账,34.95,610.2,否
2428,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,40,花呗付款,25.25,1006.9,否
2429,女,是,否,否,是,否,否,是,是,月卡,16,就餐时付费,100,1534.75,是
2430,男,是,否,否,是,是,是,是,是,双年卡,57,微信自动扣款,57.5,3265.95,否
2431,男,是,否,否,是,否,否,否,否,月卡,41,就餐时付费,80.25,3439,否
2432,女,否,否,是,否,否,是,否,否,年卡,28,手工转账,54.3,1546.3,否
2433,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,36,手工转账,19.55,620.75,否
2434,男,否,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,21,手工转账,24.7,467.15,否
2435,女,是,是,是,是,是,是,是,否,双年卡,70,微信自动扣款,79.7,5743.3,否
2436,女,是,是,是,是,是,是,否,是,年卡,70,花呗付款,74.1,5222.3,否
2437,男,否,否,否,是,否,否,否,否,月卡,8,就餐时付费,74.5,606.55,是
2438,女,否,否,是,否,是,是,否,否,年卡,56,花呗付款,60.25,3282.75,否
2439,女,是,否,否,否,否,否,是,否,月卡,2,就餐时付费,84.05,134.05,否
2440,男,否,否,否,否,否,否,否,否,月卡,1,就餐时付费,70.05,70.05,是
2441,男,是,否,否,否,否,否,否,否,月卡,4,就餐时付费,70.5,294.2,否
2442,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,63,手工转账,19.15,1177.05,否
2443,男,是,是,否,是,否,是,否,是,双年卡,68,花呗付款,70.8,4859.95,否
2444,女,否,否,是,否,是,是,否,是,月卡,15,手工转账,96.3,1426.75,是
2445,女,是,否,否,是,否,否,否,否,月卡,43,就餐时付费,80.45,3398.9,否
2446,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,35,微信自动扣款,26.2,954.9,否
2447,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,1,微信自动扣款,19.95,19.95,是
2448,男,否,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,60,手工转账,19.95,1189.9,否
2449,女,是,是,是,是,是,是,是,是,双年卡,71,花呗付款,90.55,6239.05,否
2450,女,否,否,是,是,是,是,是,是,双年卡,71,手工转账,111.3,7985.9,否
2451,男,否,否,否,否,否,否,否,否,月卡,24,花呗付款,70,1732.6,否
2452,男,否,否,是,否,是,否,是,是,年卡,23,花呗付款,99.95,2292.75,否
2453,男,是,是,是,是,是,否,否,否,双年卡,72,花呗付款,38.5,2763,否
2454,女,是,否,是,否,是,是,否,否,双年卡,70,花呗付款,65.3,4759.75,是
2455,女,是,否,否,否,否,否,是,否,月卡,1,手工转账,55.3,55.3,否
2456,男,是,否,是,是,是,否,是,是,双年卡,72,微信自动扣款,109.55,7920.7,否
2457,女,是,否,否,否,否,否,否,否,月卡,3,就餐时付费,75.85,256.6,是
2458,男,是,是,是,是,是,是,是,是,双年卡,72,花呗付款,112.6,8126.65,否
2459,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,34,微信自动扣款,26.1,980.35,否
2460,男,否,否,否,否,是,否,否,否,月卡,24,手工转账,49.7,1167.8,否
2461,女,否,否,否,否,否,否,是,是,月卡,37,就餐时付费,64.75,2345.2,是
2462,女,是,否,是,否,否,否,否,否,月卡,32,微信自动扣款,75.5,2324.7,否
2463,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,26,花呗付款,19.3,504.2,否
2464,女,是,是,否,是,否,否,是,是,年卡,22,微信自动扣款,69.5,1498.2,是
2465,女,是,是,否,否,是,否,是,是,月卡,43,微信自动扣款,99.3,4209.95,否
2466,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,17,手工转账,19.4,358.05,否
2467,男,是,否,否,是,是,否,是,是,月卡,71,微信自动扣款,52.3,3765.05,否
2468,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,7,手工转账,20.65,155.9,否
2469,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,22,手工转账,19.9,400.3,否
2470,男,是,否,是,是,是,否,否,是,双年卡,68,微信自动扣款,70.95,4741.45,否
2471,男,是,否,否,否,否,否,否,是,月卡,32,就餐时付费,85.3,2661.1,是
2472,女,是,否,是,是,是,否,否,否,月卡,47,花呗付款,67.45,3252,否
2473,女,是,否,否,是,否,否,否,否,月卡,55,花呗付款,77.75,4266.4,否
2474,男,否,否,否,是,否,否,否,否,月卡,3,就餐时付费,29.6,79.45,是
2475,女,否,否,是,否,否,否,是,否,月卡,15,就餐时付费,86.2,1270.2,是
2476,女,是,是,是,是,否,否,否,否,月卡,55,就餐时付费,85.1,4600.95,否
2477,女,是,是,是,是,是,否,是,是,双年卡,72,花呗付款,83.6,5959.3,否
2478,女,是,是,否,是,否,否,是,是,月卡,49,就餐时付费,98.35,4889.2,否
2479,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,7,手工转账,19.45,165.35,否
2480,女,是,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,47,就餐时付费,26.9,1250.85,否
2481,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,12,微信自动扣款,24,269.65,否
2482,女,否,否,否,否,否,否,否,是,月卡,33,就餐时付费,83.35,2757.85,是
2483,男,是,是,是,否,否,否,否,否,年卡,34,微信自动扣款,30.4,938.65,否
2484,男,否,否,否,否,否,否,否,否,月卡,1,就餐时付费,74.4,74.4,是
2485,男,是,是,否,是,是,否,是,是,双年卡,63,微信自动扣款,104.8,6597.25,否
2486,女,是,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,20,手工转账,20,416.45,否
2487,女,否,否,是,是,否,是,否,是,双年卡,47,手工转账,74.05,3496.3,否
2488,男,是,是,是,是,是,是,否,否,双年卡,68,花呗付款,62.65,4375.8,否
2489,女,是,否,否,否,是,否,是,是,月卡,29,微信自动扣款,99.05,2952.85,是
2490,男,否,否,否,否,否,否,否,否,月卡,1,手工转账,45.55,45.55,否
2491,女,是,否,否,否,否,否,否,否,月卡,12,微信自动扣款,45.9,505.95,否
2492,女,是,是,否,是,是,是,否,是,双年卡,64,就餐时付费,49.85,3210.35,否
2493,男,是,是,否,是,是,否,是,是,年卡,53,就餐时付费,105.25,5576.3,否
2494,女,否,否,是,否,否,是,否,否,月卡,24,就餐时付费,84.35,1938.05,否
2495,女,是,是,是,是,是,是,是,是,双年卡,72,花呗付款,90.95,6652.45,否
2496,男,是,是,是,是,是,是,是,否,年卡,66,就餐时付费,75.1,5013,否
2497,女,否,否,否,是,否,否,否,否,月卡,42,就餐时付费,49.55,2077.95,否
2498,男,是,是,否,是,否,是,是,否,年卡,58,花呗付款,94.7,5430.35,否
2499,男,否,否,否,是,是,是,是,是,月卡,65,就餐时付费,109.15,6941.2,是
2500,女,否,是,否,否,是,是,否,否,月卡,46,微信自动扣款,84.8,3958.85,否
2501,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,45,微信自动扣款,18.85,867.3,否
2502,男,否,否,否,否,是,是,否,否,月卡,1,手工转账,55.05,55.05,否
2503,男,否,否,否,否,否,否,否,否,月卡,10,花呗付款,44.85,435.4,是
2504,男,是,是,是,是,是,否,是,是,双年卡,72,微信自动扣款,110.3,7966.9,否
2505,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,61,手工转账,24.2,1445.2,否
2506,男,否,否,否,否,否,是,否,否,月卡,18,微信自动扣款,75.9,1373.05,否
2507,男,否,否,否,否,否,否,否,是,月卡,1,就餐时付费,55,55,是
2508,男,是,否,是,否,是,是,是,是,年卡,51,就餐时付费,111.55,5720.35,否
2509,女,是,否,否,是,是,是,是,否,年卡,57,微信自动扣款,74.6,4368.95,否
2510,女,否,否,否,否,否,否,是,是,月卡,8,微信自动扣款,95.65,778.1,是
2511,男,否,否,是,否,是,否,是,是,年卡,10,就餐时付费,98.9,1064.95,否
2512,女,否,否,是,否,否,否,是,是,月卡,35,就餐时付费,99.05,3554.6,否
2513,男,否,否,否,否,否,否,否,否,月卡,9,手工转账,44.4,348.15,否
2514,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,1,手工转账,20.35,20.35,否
2515,女,是,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,24,花呗付款,20.4,482.8,否
2516,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,2,手工转账,20.45,42.45,否
2517,女,否,否,是,否,是,是,是,是,年卡,35,花呗付款,85.95,3110.1,是
2518,男,是,否,是,否,否,是,否,否,月卡,3,手工转账,35.1,101.1,否
2519,女,否,否,否,否,否,否,是,是,月卡,27,微信自动扣款,95.6,2595.25,否
2520,女,是,否,否,是,否,是,是,是,双年卡,70,微信自动扣款,104.45,7349.35,否
2521,女,否,否,否,否,是,是,否,否,月卡,10,就餐时付费,54.25,583,否
2522,男,是,否,是,是,否,否,否,否,年卡,55,花呗付款,60,3316.1,否
2523,男,否,否,否,是,是,否,是,是,月卡,13,就餐时付费,106.9,1364.3,是
2524,男,否,否,否,否,是,否,是,是,年卡,31,就餐时付费,50.05,1523.4,否
2525,女,是,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,71,花呗付款,24.45,1681.6,否
2526,男,是,是,否,是,是,是,是,是,双年卡,64,花呗付款,109.2,6741.15,否
2527,女,是,是,是,是,是,否,是,是,双年卡,66,微信自动扣款,109.25,7082.5,否
2528,男,否,否,是,否,否,是,否,否,月卡,2,手工转账,54.45,87.3,否
2529,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,52,手工转账,19.35,1031.7,否
2530,女,是,否,是,否,是,是,否,是,月卡,57,微信自动扣款,49.9,2782.4,否
2531,女,是,否,否,是,否,否,是,是,月卡,14,就餐时付费,100.2,1369.8,是
2532,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,21,手工转账,19.95,416.4,否
2533,女,否,否,是,否,否,否,否,否,月卡,1,手工转账,75.3,75.3,是
2534,女,否,否,否,否,否,否,否,否,月卡,9,就餐时付费,71,672.55,是
2535,女,否,否,否,否,是,是,否,是,月卡,8,手工转账,64.1,504.05,否
2536,男,否,否,否,是,是,否,是,是,月卡,17,就餐时付费,101.8,1752.45,否
2537,男,否,是,否,是,是,是,是,是,年卡,17,就餐时付费,80.85,1445.95,否
2538,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,62,花呗付款,20.05,1201.65,否
2539,女,否,否,否,是,否,否,否,是,双年卡,15,手工转账,38.8,603,否
2540,女,是,否,否,是,否,是,否,否,双年卡,58,花呗付款,59.9,3505.1,否
2541,男,否,是,是,是,否,是,是,是,双年卡,68,微信自动扣款,86.5,5882.75,否
2542,女,是,否,否,否,否,否,否,否,年卡,13,就餐时付费,43.8,592.65,否
2543,女,否,是,是,是,是,否,否,否,月卡,19,就餐时付费,60.6,1297.8,否
2544,女,否,否,否,否,是,否,否,是,月卡,31,就餐时付费,89.9,2806.9,是
2545,男,是,是,否,否,否,否,否,否,月卡,13,微信自动扣款,44.8,559.2,否
2546,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,71,微信自动扣款,19.9,1389.35,否
2547,女,否,否,是,是,是,是,是,是,年卡,61,手工转账,115.1,6993.65,否
2548,男,是,否,否,否,否,否,是,是,月卡,7,微信自动扣款,95.6,644.35,是
2549,男,是,是,否,否,是,否,是,是,月卡,13,就餐时付费,97,1334.45,否
2550,男,否,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,1,手工转账,20.75,20.75,否
2551,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,56,微信自动扣款,19.7,1051.9,否
2552,男,是,否,否,否,是,否,是,是,月卡,22,花呗付款,94.7,1914.9,是
2553,男,是,是,否,否,是,是,否,否,年卡,32,手工转账,36.25,1151.05,否
2554,男,否,否,否,是,是,是,是,是,双年卡,72,微信自动扣款,88.6,6201.95,否
2555,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,年卡,43,手工转账,19.2,776.25,否
2556,女,否,否,否,是,是,是,是,是,双年卡,61,花呗付款,88.65,5321.25,否
2557,女,是,是,是,是,是,是,是,是,双年卡,69,花呗付款,113.25,7895.15,否
2558,女,否,否,是,是,否,否,否,否,月卡,3,就餐时付费,55.35,165.2,是
2559,女,否,否,是,是,是,否,是,是,月卡,52,花呗付款,108.1,5839.3,否
2560,男,否,否,是,是,否,否,是,是,年卡,62,花呗付款,74.3,4698.05,否
2561,女,否,否,是,是,否,否,否,否,月卡,1,就餐时付费,54.9,54.9,是
2562,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,54,手工转账,20.5,1035.7,否
2563,女,否,否,否,是,是,否,是,是,月卡,15,就餐时付费,101.25,1457.25,是
2564,女,否,否,否,是,否,否,否,是,月卡,19,就餐时付费,39.7,710.05,否
2565,男,否,否,是,是,否,否,否,否,月卡,2,手工转账,53.85,108.15,是
2566,女,是,否,是,是,是,是,是,是,双年卡,71,花呗付款,115.15,8078.1,否
2567,男,否,否,否,否,否,否,否,否,月卡,1,花呗付款,46.2,46.2,是
2568,男,否,否,否,是,否,否,是,是,月卡,5,手工转账,51,305.95,是
2569,男,是,否,否,否,是,是,否,否,月卡,4,手工转账,80.6,319.15,是
2570,男,是,否,否,否,否,否,否,是,月卡,36,就餐时付费,84.1,3021.6,是
2571,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,10,手工转账,19.85,193.05,否
2572,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,5,微信自动扣款,20.65,93.55,否
2573,女,否,否,否,否,是,否,否,否,月卡,2,就餐时付费,30.4,78.65,是
2574,女,否,否,否,否,否,否,否,否,月卡,14,花呗付款,71,914,是
2575,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,68,微信自动扣款,19.95,1377.7,否
2576,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,1,就餐时付费,19.45,19.45,否
2577,男,否,否,是,是,是,是,是,是,年卡,60,花呗付款,116.6,7049.5,否
2578,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,10,手工转账,24.4,253.9,否
2579,女,否,否,否,否,否,是,否,否,月卡,6,微信自动扣款,50.8,288.05,是
2580,男,否,否,否,否,是,是,是,是,年卡,58,就餐时付费,104.65,6219.6,是
2581,女,否,否,否,否,否,否,否,是,月卡,16,微信自动扣款,63.05,1067.05,否
2582,女,否,否,否,否,否,是,否,否,月卡,29,就餐时付费,31.2,926.2,否
2583,女,是,否,否,是,是,否,是,是,年卡,52,就餐时付费,106.5,5621.85,否
2584,男,是,是,是,否,否,否,是,否,月卡,4,花呗付款,38.55,156.1,否
2585,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,5,花呗付款,19.65,92.05,否
2586,女,否,否,是,否,是,是,是,是,年卡,50,花呗付款,82.5,4179.1,否
2587,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,68,微信自动扣款,25.5,1821.8,否
2588,男,是,是,是,否,否,否,是,是,月卡,7,花呗付款,69.7,516.15,否
2589,男,是,是,否,否,是,是,否,是,月卡,2,花呗付款,90,190.05,是
2590,男,否,否,否,否,否,否,否,否,月卡,16,微信自动扣款,74.45,1261.35,否
2591,男,否,否,是,否,是,否,是,否,月卡,21,微信自动扣款,65.35,1424.4,否
2592,女,是,是,否,是,否,是,是,是,双年卡,72,花呗付款,53.65,3784,否
2593,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,45,就餐时付费,20.4,930.45,是
2594,女,是,否,是,否,否,否,是,是,双年卡,69,微信自动扣款,99.15,6875.35,否
2595,男,否,否,否,否,否,否,否,否,月卡,1,手工转账,74.25,74.25,是
2596,女,否,否,否,否,否,否,是,否,年卡,32,就餐时付费,84.05,2781.85,是
2597,男,否,否,否,是,是,是,否,否,年卡,26,就餐时付费,85.2,2184.6,否
2598,男,是,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,61,花呗付款,20.55,1252,否
2599,女,否,否,否,否,否,否,否,是,月卡,49,就餐时付费,84.5,3906.7,否
2600,女,否,否,是,是,是,是,是,否,月卡,37,花呗付款,78.9,2976.95,否
2601,女,是,否,是,否,否,否,否,否,月卡,42,花呗付款,74.15,3229.4,是
2602,男,否,否,否,否,否,是,否,否,月卡,1,就餐时付费,49.3,49.3,否
2603,男,否,否,否,否,否,否,否,否,月卡,1,就餐时付费,69.1,69.1,是
2604,男,是,否,否,否,是,否,是,是,双年卡,60,花呗付款,101.15,6067.4,否
2605,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,1,微信自动扣款,19.75,19.75,否
2606,男,否,否,否,否,否,否,否,否,月卡,2,手工转账,70.7,129.2,否
2607,男,否,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,5,手工转账,20.45,106.9,否
2608,男,是,否,是,否,否,否,是,否,月卡,38,微信自动扣款,91.7,3479.05,否
2609,女,是,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,54,手工转账,18.95,1031.1,否
2610,男,是,否,是,是,是,是,是,是,双年卡,51,花呗付款,83.85,4307.1,否
2611,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,27,手工转账,19.6,561.15,否
2612,女,否,否,否,否,否,否,否,否,月卡,2,就餐时付费,70.95,137.95,是
2613,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,15,手工转账,19.8,304.6,否
2614,男,否,否,否,否,否,否,是,是,月卡,1,就餐时付费,88.35,88.35,是
2615,男,否,否,否,是,否,否,否,否,月卡,24,花呗付款,54.8,1291.3,否
2616,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,年卡,10,手工转账,20.45,242.4,否
2617,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,6,手工转账,19.55,122.9,否
2618,男,是,是,是,是,是,是,是,是,双年卡,71,微信自动扣款,114,8175.9,否
2619,男,否,否,是,是,是,否,否,否,年卡,35,手工转账,61.2,2021.2,否
2620,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,1,手工转账,20.4,20.4,否
2621,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,年卡,66,花呗付款,25.7,1714.55,否
2622,男,是,否,否,否,否,否,是,否,月卡,6,就餐时付费,82.85,460.25,是
2623,男,否,否,是,否,是,是,是,是,双年卡,65,就餐时付费,110.35,7246.15,否
2624,女,是,否,否,是,否,否,否,否,月卡,15,微信自动扣款,75.35,1114.55,否
2625,男,是,否,否,是,否,是,否,否,年卡,61,微信自动扣款,85.55,5251.75,否
2626,男,是,是,否,否,否,是,否,否,月卡,22,就餐时付费,51.1,1232.9,否
2627,男,否,否,否,是,否,是,是,否,年卡,28,微信自动扣款,91.25,2483.65,否
2628,男,否,否,否,是,是,否,否,否,月卡,24,微信自动扣款,84.85,2048.8,否
2629,女,是,否,是,否,否,是,是,否,月卡,11,花呗付款,96.2,1222.05,是
2630,男,是,否,是,否,是,否,否,否,年卡,36,手工转账,35.35,1317.95,否
2631,男,是,否,是,是,否,是,否,否,年卡,67,微信自动扣款,60.95,4119.4,否
2632,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,3,就餐时付费,20.2,65.95,否
2633,男,否,否,否,是,否,否,否,否,月卡,21,就餐时付费,82.35,1852.85,是
2634,男,是,是,否,否,是,是,是,是,双年卡,66,微信自动扣款,54.65,3632,否
2635,男,是,否,否,否,否,否,否,否,月卡,1,微信自动扣款,74.6,74.6,是
2636,男,否,否,否,否,否,是,否,是,月卡,4,就餐时付费,40.05,162.45,否
2637,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,年卡,7,手工转账,20.65,150,否
2638,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,12,手工转账,19.45,246.25,否
2639,男,否,否,否,否,否,否,否,否,月卡,2,就餐时付费,67.75,116.65,是
2640,女,否,否,否,否,否,否,否,是,月卡,1,手工转账,35.05,35.05,是
2641,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,13,手工转账,20.45,254.5,否
